dataset	target	arm	query	driving	max_q_access	max_q_all	handler	top_ms	nodes(est/act x loops q)
skew_t1_f365_uni	T1	S0	T1.Q3cur.mid	r(member_id)	1.0	2.0	14	0.0526	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f365_uni	T1	S0	T1.Q3n3.mid	s(idx_session_member_status_start)	1.0	1.0	14	0.0409	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f365_uni	T1	S0	T1.Q2cur.light	r(member_id)	1.0	1.0	95	0.0648	Nested loop inner join 0.5/1x1 q1.0 ; r:member_id 1/1x1 q1.0 ; Filter 0.5/1x1 q1.0 ; s:PRIMARY 1/1x1 q1.0
skew_t1_f365_uni	T1	S0	T1.Q2n3.light	s(idx_session_member_status_start)	1.0	1.0	95	0.0464	Nested loop inner join 1/1x1 q1.0 ; Filter 1/1x1 q1.0 ; s:idx_session_member_status_start 1/1x1 q1.0 ; r:uk_report_session 1/1x1 q1.0
skew_t1_f365_uni	T1	S0	T1.Q3cur.light	r(member_id)	1.0	1.0	8	0.0473	Nested loop inner join 0.5/1x1 q1.0 ; r:member_id 1/1x1 q1.0 ; Filter 0.5/1x1 q1.0 ; s:PRIMARY 1/1x1 q1.0
skew_t1_f365_uni	T1	S0	T1.Q3n3.light	s(idx_session_member_status_start)	1.0	1.0	8	0.034	Nested loop inner join 1/1x1 q1.0 ; Filter 1/1x1 q1.0 ; s:idx_session_member_status_start 1/1x1 q1.0 ; r:uk_report_session 1/1x1 q1.0
skew_t1_f365_uni	T1	S1	T1.Q2cur.heavy	r(member_id)	1.0	26.5	366	0.612	Nested loop inner join 53/2x1 q26.5 ; r:member_id 106/106x1 q1.0 ; Filter 0.5/0.0189x106 q26.5 ; s:PRIMARY 1/1x106 q1.0
skew_t1_f365_uni	T1	S1	T1.Q2n3.heavy	s(idx_session_member_status_start)	1.0	1.0	158	0.0466	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f365_uni	T1	S1	T1.Q3cur.heavy	r(member_id)	1.0	26.5	222	0.707	Nested loop inner join 53/2x1 q26.5 ; r:member_id 106/106x1 q1.0 ; Filter 0.5/0.0189x106 q26.5 ; s:PRIMARY 1/1x106 q1.0
skew_t1_f365_uni	T1	S1	T1.Q3n3.heavy	s(idx_session_member_status_start)	1.0	1.0	14	0.0739	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f365_uni	T1	S1	T1.Q2cur.mid	r(member_id)	1.0	2.0	158	0.0551	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f365_uni	T1	S1	T1.Q2n3.mid	s(idx_session_member_status_start)	1.0	1.0	158	0.0746	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f365_uni	T1	S1	T1.Q3cur.mid	r(member_id)	1.0	2.0	14	0.0612	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f365_uni	T1	S1	T1.Q3n3.mid	s(idx_session_member_status_start)	1.0	1.0	14	0.0435	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f365_uni	T1	S1	T1.Q2cur.light	r(member_id)	1.0	1.0	95	0.0521	Nested loop inner join 0.5/1x1 q1.0 ; r:member_id 1/1x1 q1.0 ; Filter 0.5/1x1 q1.0 ; s:PRIMARY 1/1x1 q1.0
skew_t1_f365_uni	T1	S1	T1.Q2n3.light	s(idx_session_member_status_start)	1.0	1.0	95	0.0614	Nested loop inner join 1/1x1 q1.0 ; Filter 1/1x1 q1.0 ; s:idx_session_member_status_start 1/1x1 q1.0 ; r:uk_report_session 1/1x1 q1.0
skew_t1_f365_uni	T1	S1	T1.Q3cur.light	r(member_id)	1.0	1.0	8	0.0474	Nested loop inner join 0.5/1x1 q1.0 ; r:member_id 1/1x1 q1.0 ; Filter 0.5/1x1 q1.0 ; s:PRIMARY 1/1x1 q1.0
skew_t1_f365_uni	T1	S1	T1.Q3n3.light	s(idx_session_member_status_start)	1.0	1.0	8	0.0687	Nested loop inner join 1/1x1 q1.0 ; Filter 1/1x1 q1.0 ; s:idx_session_member_status_start 1/1x1 q1.0 ; r:uk_report_session 1/1x1 q1.0
skew_t1_f365_uni	T1	S2	T1.Q2cur.heavy	r(member_id)	1.0	26.5	366	0.724	Nested loop inner join 53/2x1 q26.5 ; r:member_id 106/106x1 q1.0 ; Filter 0.5/0.0189x106 q26.5 ; s:PRIMARY 1/1x106 q1.0
skew_t1_f365_uni	T1	S2	T1.Q2n3.heavy	s(idx_session_member_status_start)	1.0	1.0	158	0.0695	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f365_uni	T1	S2	T1.Q3cur.heavy	r(member_id)	1.0	26.5	222	0.677	Nested loop inner join 53/2x1 q26.5 ; r:member_id 106/106x1 q1.0 ; Filter 0.5/0.0189x106 q26.5 ; s:PRIMARY 1/1x106 q1.0
skew_t1_f365_uni	T1	S2	T1.Q3n3.heavy	s(idx_session_member_status_start)	1.0	1.0	14	0.0463	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f365_uni	T1	S2	T1.Q2cur.mid	r(member_id)	1.0	2.0	158	0.036	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f365_uni	T1	S2	T1.Q2n3.mid	s(idx_session_member_status_start)	1.0	1.0	158	0.0555	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f365_uni	T1	S2	T1.Q3cur.mid	r(member_id)	1.0	2.0	14	0.0579	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f365_uni	T1	S2	T1.Q3n3.mid	s(idx_session_member_status_start)	1.0	1.0	14	0.0748	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f365_uni	T1	S2	T1.Q2cur.light	r(member_id)	1.0	1.0	95	0.0285	Nested loop inner join 0.5/1x1 q1.0 ; r:member_id 1/1x1 q1.0 ; Filter 0.5/1x1 q1.0 ; s:PRIMARY 1/1x1 q1.0
skew_t1_f365_uni	T1	S2	T1.Q2n3.light	s(idx_session_member_status_start)	1.0	1.0	95	0.0614	Nested loop inner join 1/1x1 q1.0 ; Filter 1/1x1 q1.0 ; s:idx_session_member_status_start 1/1x1 q1.0 ; r:uk_report_session 1/1x1 q1.0
skew_t1_f365_uni	T1	S2	T1.Q3cur.light	r(member_id)	1.0	1.0	8	0.0283	Nested loop inner join 0.5/1x1 q1.0 ; r:member_id 1/1x1 q1.0 ; Filter 0.5/1x1 q1.0 ; s:PRIMARY 1/1x1 q1.0
skew_t1_f365_uni	T1	S2	T1.Q3n3.light	s(idx_session_member_status_start)	1.0	1.0	8	0.0368	Nested loop inner join 1/1x1 q1.0 ; Filter 1/1x1 q1.0 ; s:idx_session_member_status_start 1/1x1 q1.0 ; r:uk_report_session 1/1x1 q1.0
skew_t1_f365_uni	T1	S3	T1.Q2cur.heavy	r(member_id)	1.0	26.5	366	0.583	Nested loop inner join 53/2x1 q26.5 ; r:member_id 106/106x1 q1.0 ; Filter 0.5/0.0189x106 q26.5 ; s:PRIMARY 1/1x106 q1.0
skew_t1_f365_uni	T1	S3	T1.Q2n3.heavy	s(idx_session_member_status_start)	1.0	1.0	158	0.043	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f365_uni	T1	S3	T1.Q3cur.heavy	r(member_id)	1.0	26.5	222	0.401	Nested loop inner join 53/2x1 q26.5 ; r:member_id 106/106x1 q1.0 ; Filter 0.5/0.0189x106 q26.5 ; s:PRIMARY 1/1x106 q1.0
skew_t1_f365_uni	T1	S3	T1.Q3n3.heavy	s(idx_session_member_status_start)	1.0	1.0	14	0.06	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f365_uni	T1	S3	T1.Q2cur.mid	r(member_id)	1.0	2.0	158	0.0586	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f365_uni	T1	S3	T1.Q2n3.mid	s(idx_session_member_status_start)	1.0	1.0	158	0.0744	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f365_uni	T1	S3	T1.Q3cur.mid	r(member_id)	1.0	2.0	14	0.033	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f365_uni	T1	S3	T1.Q3n3.mid	s(idx_session_member_status_start)	1.0	1.0	14	0.0431	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f365_uni	T1	S3	T1.Q2cur.light	r(member_id)	1.0	1.0	95	0.0279	Nested loop inner join 0.5/1x1 q1.0 ; r:member_id 1/1x1 q1.0 ; Filter 0.5/1x1 q1.0 ; s:PRIMARY 1/1x1 q1.0
skew_t1_f365_uni	T1	S3	T1.Q2n3.light	s(idx_session_member_status_start)	1.0	1.0	95	0.0582	Nested loop inner join 1/1x1 q1.0 ; Filter 1/1x1 q1.0 ; s:idx_session_member_status_start 1/1x1 q1.0 ; r:uk_report_session 1/1x1 q1.0
skew_t1_f365_uni	T1	S3	T1.Q3cur.light	r(member_id)	1.0	1.0	8	0.0409	Nested loop inner join 0.5/1x1 q1.0 ; r:member_id 1/1x1 q1.0 ; Filter 0.5/1x1 q1.0 ; s:PRIMARY 1/1x1 q1.0
skew_t1_f365_uni	T1	S3	T1.Q3n3.light	s(idx_session_member_status_start)	1.0	1.0	8	0.0343	Nested loop inner join 1/1x1 q1.0 ; Filter 1/1x1 q1.0 ; s:idx_session_member_status_start 1/1x1 q1.0 ; r:uk_report_session 1/1x1 q1.0
skew_t1_f365_skew	T1	S0	T1.Q2cur.heavy	r(member_id)	1.0	21.7	918	2.15	Nested loop inner join 130/6x1 q21.7 ; r:member_id 260/260x1 q1.0 ; Filter 0.5/0.0231x260 q21.6 ; s:PRIMARY 1/1x260 q1.0
skew_t1_f365_skew	T1	S0	T1.Q2n3.heavy	s(idx_session_member_status_start)	1.0	1.0	410	0.795	Nested loop inner join 6/6x1 q1.0 ; Filter 6/6x1 q1.0 ; s:idx_session_member_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x6 q1.0
skew_t1_f365_skew	T1	S0	T1.Q3cur.heavy	r(member_id)	1.0	21.7	545	1.91	Nested loop inner join 130/6x1 q21.7 ; r:member_id 260/260x1 q1.0 ; Filter 0.5/0.0231x260 q21.6 ; s:PRIMARY 1/1x260 q1.0
skew_t1_f365_skew	T1	S0	T1.Q3n3.heavy	s(idx_session_member_status_start)	1.0	1.0	37	0.151	Nested loop inner join 6/6x1 q1.0 ; Filter 6/6x1 q1.0 ; s:idx_session_member_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x6 q1.0
skew_t1_f365_skew	T1	S0	T1.Q2cur.mid	r(member_id)	1.0	2.0	284	0.103	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f365_skew	T1	S0	T1.Q2n3.mid	s(idx_session_member_exercise_status_start)	1.0	1.6	285	0.263	Nested loop inner join 2.5/4x1 q1.6 ; Filter 2.5/4x1 q1.6 ; s:idx_session_member_exercise_status_start 5/5x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f365_skew	T1	S0	T1.Q3cur.mid	r(member_id)	1.0	2.0	26	0.0705	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f365_skew	T1	S0	T1.Q3n3.mid	s(idx_session_member_exercise_status_start)	1.0	1.6	27	0.0814	Nested loop inner join 2.5/4x1 q1.6 ; Filter 2.5/4x1 q1.6 ; s:idx_session_member_exercise_status_start 5/5x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f365_skew	T1	S0	T1.Q2cur.light	r(member_id)	1.0	2.0	284	0.107	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f365_skew	T1	S0	T1.Q2n3.light	s(idx_session_member_exercise_status_start)	1.0	2.0	284	0.101	Nested loop inner join 2/4x1 q2.0 ; Filter 2/4x1 q2.0 ; s:idx_session_member_exercise_status_start 4/4x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f365_skew	T1	S0	T1.Q3cur.light	r(member_id)	1.0	2.0	26	0.0571	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f365_skew	T1	S0	T1.Q3n3.light	s(idx_session_member_exercise_status_start)	1.0	2.0	26	0.0776	Nested loop inner join 2/4x1 q2.0 ; Filter 2/4x1 q2.0 ; s:idx_session_member_exercise_status_start 4/4x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f365_skew	T1	S1	T1.Q2cur.heavy	r(member_id)	1.0	21.7	918	2.0	Nested loop inner join 130/6x1 q21.7 ; r:member_id 260/260x1 q1.0 ; Filter 0.5/0.0231x260 q21.6 ; s:PRIMARY 1/1x260 q1.0
skew_t1_f365_skew	T1	S1	T1.Q2n3.heavy	s(idx_session_member_status_start)	1.0	1.0	410	0.117	Nested loop inner join 6/6x1 q1.0 ; Filter 6/6x1 q1.0 ; s:idx_session_member_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x6 q1.0
skew_t1_f365_skew	T1	S1	T1.Q3cur.heavy	r(member_id)	1.0	21.7	545	1.84	Nested loop inner join 130/6x1 q21.7 ; r:member_id 260/260x1 q1.0 ; Filter 0.5/0.0231x260 q21.6 ; s:PRIMARY 1/1x260 q1.0
skew_t1_f365_skew	T1	S1	T1.Q3n3.heavy	s(idx_session_member_status_start)	1.0	1.0	37	0.125	Nested loop inner join 6/6x1 q1.0 ; Filter 6/6x1 q1.0 ; s:idx_session_member_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x6 q1.0
skew_t1_f365_skew	T1	S1	T1.Q2cur.mid	r(member_id)	1.0	2.0	284	0.0446	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f365_skew	T1	S1	T1.Q2n3.mid	s(idx_session_member_exercise_status_start)	1.0	1.6	285	0.162	Nested loop inner join 2.5/4x1 q1.6 ; Filter 2.5/4x1 q1.6 ; s:idx_session_member_exercise_status_start 5/5x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f365_skew	T1	S1	T1.Q3cur.mid	r(member_id)	1.0	2.0	26	0.0999	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f365_skew	T1	S1	T1.Q3n3.mid	s(idx_session_member_exercise_status_start)	1.0	1.6	27	0.0841	Nested loop inner join 2.5/4x1 q1.6 ; Filter 2.5/4x1 q1.6 ; s:idx_session_member_exercise_status_start 5/5x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f365_skew	T1	S1	T1.Q2cur.light	r(member_id)	1.0	2.0	284	0.0847	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f365_skew	T1	S1	T1.Q2n3.light	s(idx_session_member_exercise_status_start)	1.0	2.0	284	0.0965	Nested loop inner join 2/4x1 q2.0 ; Filter 2/4x1 q2.0 ; s:idx_session_member_exercise_status_start 4/4x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f365_skew	T1	S1	T1.Q3cur.light	r(member_id)	1.0	2.0	26	0.0599	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f365_skew	T1	S1	T1.Q3n3.light	s(idx_session_member_exercise_status_start)	1.0	2.0	26	0.0607	Nested loop inner join 2/4x1 q2.0 ; Filter 2/4x1 q2.0 ; s:idx_session_member_exercise_status_start 4/4x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f365_skew	T1	S2	T1.Q2cur.heavy	r(member_id)	1.0	21.7	918	13.6	Nested loop inner join 130/6x1 q21.7 ; r:member_id 260/260x1 q1.0 ; Filter 0.5/0.0231x260 q21.6 ; s:PRIMARY 1/1x260 q1.0
skew_t1_f365_skew	T1	S2	T1.Q2n3.heavy	s(idx_session_member_status_start)	1.0	1.0	410	0.372	Nested loop inner join 6/6x1 q1.0 ; Filter 6/6x1 q1.0 ; s:idx_session_member_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x6 q1.0
skew_t1_f365_skew	T1	S2	T1.Q3cur.heavy	r(member_id)	1.0	21.7	545	2.29	Nested loop inner join 130/6x1 q21.7 ; r:member_id 260/260x1 q1.0 ; Filter 0.5/0.0231x260 q21.6 ; s:PRIMARY 1/1x260 q1.0
skew_t1_f365_skew	T1	S2	T1.Q3n3.heavy	s(idx_session_member_status_start)	1.0	1.0	37	0.0963	Nested loop inner join 6/6x1 q1.0 ; Filter 6/6x1 q1.0 ; s:idx_session_member_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x6 q1.0
skew_t1_f365_skew	T1	S2	T1.Q2cur.mid	r(member_id)	1.0	2.0	284	0.0756	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f365_skew	T1	S2	T1.Q2n3.mid	s(idx_session_member_exercise_status_start)	1.0	1.6	285	0.297	Nested loop inner join 2.5/4x1 q1.6 ; Filter 2.5/4x1 q1.6 ; s:idx_session_member_exercise_status_start 5/5x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f365_skew	T1	S2	T1.Q3cur.mid	r(member_id)	1.0	2.0	26	0.0807	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f365_skew	T1	S2	T1.Q3n3.mid	s(idx_session_member_exercise_status_start)	1.0	1.6	27	0.0883	Nested loop inner join 2.5/4x1 q1.6 ; Filter 2.5/4x1 q1.6 ; s:idx_session_member_exercise_status_start 5/5x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f365_skew	T1	S2	T1.Q2cur.light	r(member_id)	1.0	2.0	284	0.0861	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f365_skew	T1	S2	T1.Q2n3.light	s(idx_session_member_exercise_status_start)	1.0	2.0	284	0.101	Nested loop inner join 2/4x1 q2.0 ; Filter 2/4x1 q2.0 ; s:idx_session_member_exercise_status_start 4/4x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f365_skew	T1	S2	T1.Q3cur.light	r(member_id)	1.0	2.0	26	0.0878	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f365_skew	T1	S2	T1.Q3n3.light	s(idx_session_member_exercise_status_start)	1.0	2.0	26	0.286	Nested loop inner join 2/4x1 q2.0 ; Filter 2/4x1 q2.0 ; s:idx_session_member_exercise_status_start 4/4x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f365_skew	T1	S3	T1.Q2cur.heavy	r(member_id)	1.0	21.7	918	2.24	Nested loop inner join 130/6x1 q21.7 ; r:member_id 260/260x1 q1.0 ; Filter 0.5/0.0231x260 q21.6 ; s:PRIMARY 1/1x260 q1.0
skew_t1_f365_skew	T1	S3	T1.Q2n3.heavy	s(idx_session_member_status_start)	1.0	1.0	410	0.111	Nested loop inner join 6/6x1 q1.0 ; Filter 6/6x1 q1.0 ; s:idx_session_member_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x6 q1.0
skew_t1_f365_skew	T1	S3	T1.Q3cur.heavy	r(member_id)	1.0	21.7	545	11.8	Nested loop inner join 130/6x1 q21.7 ; r:member_id 260/260x1 q1.0 ; Filter 0.5/0.0231x260 q21.6 ; s:PRIMARY 1/1x260 q1.0
skew_t1_f365_skew	T1	S3	T1.Q3n3.heavy	s(idx_session_member_status_start)	1.0	1.0	37	0.13	Nested loop inner join 6/6x1 q1.0 ; Filter 6/6x1 q1.0 ; s:idx_session_member_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x6 q1.0
skew_t1_f365_skew	T1	S3	T1.Q2cur.mid	r(member_id)	1.0	2.0	284	0.0816	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f365_skew	T1	S3	T1.Q2n3.mid	s(idx_session_member_exercise_status_start)	1.0	1.6	285	0.0858	Nested loop inner join 2.5/4x1 q1.6 ; Filter 2.5/4x1 q1.6 ; s:idx_session_member_exercise_status_start 5/5x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f365_skew	T1	S3	T1.Q3cur.mid	r(member_id)	1.0	2.0	26	0.0639	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f365_skew	T1	S3	T1.Q3n3.mid	s(idx_session_member_exercise_status_start)	1.0	1.6	27	0.0722	Nested loop inner join 2.5/4x1 q1.6 ; Filter 2.5/4x1 q1.6 ; s:idx_session_member_exercise_status_start 5/5x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f365_skew	T1	S3	T1.Q2cur.light	r(member_id)	1.0	2.0	284	0.113	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f365_skew	T1	S3	T1.Q2n3.light	s(idx_session_member_exercise_status_start)	1.0	2.0	284	0.133	Nested loop inner join 2/4x1 q2.0 ; Filter 2/4x1 q2.0 ; s:idx_session_member_exercise_status_start 4/4x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f365_skew	T1	S3	T1.Q3cur.light	r(member_id)	1.0	2.0	26	0.076	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f365_skew	T1	S3	T1.Q3n3.light	s(idx_session_member_exercise_status_start)	1.0	2.0	26	0.0923	Nested loop inner join 2/4x1 q2.0 ; Filter 2/4x1 q2.0 ; s:idx_session_member_exercise_status_start 4/4x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t34_uni	T34	S0	T3.a.day	exercise_sessions(idx_session_starttime_member)	1.0	1.0	276	0.42	Aggregate 1/1x1 q1.0 ; Filter 275/275x1 q1.0 ; exercise_sessions:idx_session_starttime_member 275/275x1 q1.0
skew_t34_uni	T34	S0	T3.b.status	exercise_sessions(idx_session_status_starttime)	1.0	1.3	99997	166.0	Group aggregate 3/4x1 q1.3 ; exercise_sessions:idx_session_status_starttime 99920/99995x1 q1.0
skew_t34_uni	T34	S0	T4.list.FAILED.w1	exercise_sessions(idx_session_status_starttime)	3.5	3.5	20	0.331	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 70/20x1 q3.5
skew_t34_uni	T34	S0	T4.listForceTime.FAILED.w1	exercise_sessions(idx_session_starttime_member)	58.0	58.0	59	0.294	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/58x1 q58.0
skew_t34_uni	T34	S0	T4.count.FAILED.w1	exercise_sessions(idx_session_status_starttime)	1.0	1.0	71	0.109	Aggregate 1/1x1 q1.0 ; Filter 70/70x1 q1.0 ; exercise_sessions:idx_session_status_starttime 70/70x1 q1.0
skew_t34_uni	T34	S0	T4.list.FAILED.w7	exercise_sessions(idx_session_status_starttime)	24.6	24.6	20	0.341	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 493/20x1 q24.6
skew_t34_uni	T34	S0	T4.listForceTime.FAILED.w7	exercise_sessions(idx_session_starttime_member)	58.0	58.0	59	0.308	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/58x1 q58.0
skew_t34_uni	T34	S0	T4.count.FAILED.w7	exercise_sessions(idx_session_status_starttime)	1.0	1.0	494	0.417	Aggregate 1/1x1 q1.0 ; Filter 493/493x1 q1.0 ; exercise_sessions:idx_session_status_starttime 493/493x1 q1.0
skew_t34_uni	T34	S0	T4.list.FAILED.w30	exercise_sessions(idx_session_status_starttime)	103.3	103.3	20	0.8	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 2066/20x1 q103.3
skew_t34_uni	T34	S0	T4.listForceTime.FAILED.w30	exercise_sessions(idx_session_starttime_member)	58.0	58.0	59	0.414	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/58x1 q58.0
skew_t34_uni	T34	S0	T4.count.FAILED.w30	exercise_sessions(idx_session_status_starttime)	1.0	1.0	2067	1.61	Aggregate 1/1x1 q1.0 ; Filter 2066/2066x1 q1.0 ; exercise_sessions:idx_session_status_starttime 2066/2066x1 q1.0
