dataset	target	arm	query	driving	max_q_access	max_q_all	handler	top_ms	nodes(est/act x loops q)
skew_t34_skew	T34	S3	T4.count.IN_PROGRESS.w1	exercise_sessions(idx_session_status_starttime)	1.0	1.0	58	0.142	Aggregate 1/1x1 q1.0 ; Filter 57/57x1 q1.0 ; exercise_sessions:idx_session_status_starttime 57/57x1 q1.0
skew_t34_skew	T34	S3	T4.list.IN_PROGRESS.w7	exercise_sessions(idx_session_status_starttime)	20.2	20.2	20	0.431	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 404/20x1 q20.2
skew_t34_skew	T34	S3	T4.listForceTime.IN_PROGRESS.w7	exercise_sessions(idx_session_starttime_member)	101.0	101.0	102	0.413	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/101x1 q101.0
skew_t34_skew	T34	S3	T4.count.IN_PROGRESS.w7	exercise_sessions(idx_session_status_starttime)	1.0	1.0	405	0.459	Aggregate 1/1x1 q1.0 ; Filter 404/404x1 q1.0 ; exercise_sessions:idx_session_status_starttime 404/404x1 q1.0
skew_t34_skew	T34	S3	T4.list.IN_PROGRESS.w30	exercise_sessions(idx_session_status_starttime)	83.8	83.8	20	0.623	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 1677/20x1 q83.8
skew_t34_skew	T34	S3	T4.listForceTime.IN_PROGRESS.w30	exercise_sessions(idx_session_starttime_member)	101.0	101.0	102	1.38	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/101x1 q101.0
skew_t34_skew	T34	S3	T4.count.IN_PROGRESS.w30	exercise_sessions(idx_session_status_starttime)	1.0	1.0	1678	10.5	Aggregate 1/1x1 q1.0 ; Filter 1677/1677x1 q1.0 ; exercise_sessions:idx_session_status_starttime 1677/1677x1 q1.0
skew_t34_skew	T34	S3	T4.list.IN_PROGRESS.w0	exercise_sessions(idx_session_status_starttime)	2312.9	2312.9	20	14.3	Limit 20/20x1 q1.0 ; Filter 46258/20x1 q2312.9 ; exercise_sessions:idx_session_status_starttime 46258/20x1 q2312.9
skew_t34_skew	T34	S3	T4.listForceTime.IN_PROGRESS.w0	exercise_sessions(idx_session_starttime_member)	5.0	5.0	102	1.55	Limit 5/20x1 q4.0 ; Filter 5/20x1 q4.0 ; exercise_sessions:idx_session_starttime_member 20/101x1 q5.0
skew_t34_skew	T34	S3	T4.count.IN_PROGRESS.w0	exercise_sessions(idx_session_status_starttime)	2.3	2.3	19947	31.8	Aggregate 1/1x1 q1.0 ; Filter 46258/19946x1 q2.3 ; exercise_sessions:idx_session_status_starttime 46258/19946x1 q2.3
skew_t34_skew	T34	S3	T4.list.COMPLETED.w1	exercise_sessions(idx_session_status_starttime)	9.4	9.4	20	0.421	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 189/20x1 q9.4
skew_t34_skew	T34	S3	T4.listForceTime.COMPLETED.w1	exercise_sessions(idx_session_starttime_member)	27.0	27.0	28	0.149	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/27x1 q27.0
skew_t34_skew	T34	S3	T4.count.COMPLETED.w1	exercise_sessions(idx_session_status_starttime)	1.0	1.0	190	4.79	Aggregate 1/1x1 q1.0 ; Filter 189/189x1 q1.0 ; exercise_sessions:idx_session_status_starttime 189/189x1 q1.0
skew_t34_skew	T34	S3	T4.list.COMPLETED.w7	exercise_sessions(idx_session_status_starttime)	70.7	70.7	20	0.475	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 1414/20x1 q70.7
skew_t34_skew	T34	S3	T4.listForceTime.COMPLETED.w7	exercise_sessions(idx_session_starttime_member)	27.0	27.0	28	0.219	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/27x1 q27.0
skew_t34_skew	T34	S3	T4.count.COMPLETED.w7	exercise_sessions(idx_session_status_starttime)	1.0	1.0	1415	1.63	Aggregate 1/1x1 q1.0 ; Filter 1414/1414x1 q1.0 ; exercise_sessions:idx_session_status_starttime 1414/1414x1 q1.0
skew_t34_skew	T34	S3	T4.list.COMPLETED.w30	exercise_sessions(idx_session_status_starttime)	286.1	286.1	20	2.22	Limit 20/20x1 q1.0 ; exercise_sessions:idx_session_status_starttime 5723/20x1 q286.1
skew_t34_skew	T34	S3	T4.listForceTime.COMPLETED.w30	exercise_sessions(idx_session_starttime_member)	27.0	27.0	28	0.15	Limit 0.25/20x1 q20.0 ; Filter 0.25/20x1 q20.0 ; exercise_sessions:idx_session_starttime_member 1/27x1 q27.0
skew_t34_skew	T34	S3	T4.count.COMPLETED.w30	exercise_sessions(idx_session_status_starttime)	1.0	1.0	5724	6.4	Aggregate 1/1x1 q1.0 ; Filter 5723/5723x1 q1.0 ; exercise_sessions:idx_session_status_starttime 5723/5723x1 q1.0
skew_t34_skew	T34	S3	T4.list.COMPLETED.w0	exercise_sessions(idx_session_status_starttime)	2499.8	2499.8	20	16.5	Limit 20/20x1 q1.0 ; Filter 49997/20x1 q2499.8 ; exercise_sessions:idx_session_status_starttime 49997/20x1 q2499.8
skew_t34_skew	T34	S3	T4.listForceTime.COMPLETED.w0	exercise_sessions(idx_session_starttime_member)	1.4	4.0	28	0.202	Limit 5/20x1 q4.0 ; Filter 5/20x1 q4.0 ; exercise_sessions:idx_session_starttime_member 20/27x1 q1.4
skew_t34_skew	T34	S3	T4.count.COMPLETED.w0	exercise_sessions(idx_session_status_starttime)	1.4	1.4	69941	139.0	Aggregate 1/1x1 q1.0 ; Filter 49997/69940x1 q1.4 ; exercise_sessions:idx_session_status_starttime 49997/69940x1 q1.4
